Date,IT Department,Cost Element,Country,Actual
1/09/2020,Data Centers,Travel,United Kingdom,"1,518"
1/09/2020,Data Centers,Travel,USA,"3,491"
1/09/2020,Data Centers,Vehicles,Netherlands,406
1/09/2020,Data Centers,Vehicles,Spain,253
1/09/2020,Data Centers,Vehicles,United Kingdom,1
1/09/2020,Data Management,Internal Labor,Germany,"2,914"
1/09/2020,Data Management,Internal Labor,Spain,"6,008"
1/09/2020,Data Management,Other,Germany,17
1/09/2020,Data Management,Telecomm,Germany,"1,050"
1/09/2020,Data Management,Training,Germany,260
1/09/2020,Data Management,Travel,Germany,"1,522"
1/09/2020,Data Management,Vehicles,Spain,154
1/09/2020,Development,Employee Performance,USA,202
1/09/2020,Development,External Labor,United Kingdom,726
1/09/2020,Development,External Labor,USA,"168,541"
1/09/2020,Development,Hardware,USA,"36,041"
1/09/2020,Development,Inbound Allocations,United Kingdom,317
1/09/2020,Development,Internal Labor,Belgium,"12,499"
1/09/2020,Development,Internal Labor,Germany,"1,417"
1/09/2020,Development,Internal Labor,Spain,"5,664"
1/09/2020,Development,Internal Labor,United Kingdom,"8,906"
1/09/2020,Development,Internal Labor,USA,"143,020"
1/09/2020,Development,Moving,USA,402
1/09/2020,Development,Other,Belgium,25
1/09/2020,Development,Other,Spain,218
1/09/2020,Development,Other,United Kingdom,-34
1/09/2020,Development,Other,USA,5
1/09/2020,Development,Outbound Allocations,United Kingdom,"-1,451"
1/09/2020,Development,Outbound Allocations,USA,"-2,495"
1/09/2020,Development,Software,USA,"34,462"
1/09/2020,Development,Software Maintenance,USA,61
1/09/2020,Development,Supplies,USA,41
1/09/2020,Development,Taxes,USA,"1,045"
1/09/2020,Development,Telecomm,Belgium,42
1/09/2020,Development,Telecomm,USA,746
1/09/2020,Development,Training,United Kingdom,263
1/09/2020,Development,Training,USA,"1,080"
1/09/2020,Development,Travel,Belgium,157
1/09/2020,Development,Travel,Spain,516
1/09/2020,Development,Travel,United Kingdom,"1,231"
1/09/2020,Development,Travel,USA,"3,488"
1/09/2020,Development,Vehicles,Belgium,348
1/09/2020,Distribution,Amortization,Italy,"5,544"
1/09/2020,Distribution,Depreciation,Belgium,17
1/09/2020,Distribution,Depreciation,Italy,294
1/09/2020,Distribution,Depreciation,Poland,17
1/09/2020,Distribution,Depreciation,Switzerland,448
1/09/2020,Distribution,Depreciation,United Kingdom,27
1/09/2020,Distribution,Employee Performance,USA,45
1/09/2020,Distribution,External Labor,Belgium,30
1/09/2020,Distribution,External Labor,France,"12,041"
1/09/2020,Distribution,External Labor,Germany,47
1/09/2020,Distribution,External Labor,United Kingdom,"3,066"
1/09/2020,Distribution,External Labor,USA,"-250,135"
1/09/2020,Distribution,Hardware,Canada,57
1/09/2020,Distribution,Hardware,Germany,319
1/09/2020,Distribution,Hardware,United Kingdom,582
1/09/2020,Distribution,Inbound Allocations,Czech Republic,"-32,345"
1/09/2020,Distribution,Inbound Allocations,Poland,"2,232"
1/09/2020,Distribution,Internal Labor,Belgium,"8,716"
1/09/2020,Distribution,Internal Labor,Canada,"6,521"
1/09/2020,Distribution,Internal Labor,Czech Republic,"-9,586"
1/09/2020,Distribution,Internal Labor,France,"3,698"
1/09/2020,Distribution,Internal Labor,Germany,"29,206"
1/09/2020,Distribution,Internal Labor,Italy,"10,481"
1/09/2020,Distribution,Internal Labor,Poland,-359
1/09/2020,Distribution,Internal Labor,Spain,"5,632"
1/09/2020,Distribution,Internal Labor,Switzerland,"6,997"
1/09/2020,Distribution,Internal Labor,United Kingdom,"21,644"
1/09/2020,Distribution,Internal Labor,USA,"85,028"
1/09/2020,Distribution,Other,Belgium,60
1/09/2020,Distribution,Other,Canada,91
1/09/2020,Distribution,Other,Italy,8
1/09/2020,Distribution,Other,United Kingdom,1
1/09/2020,Distribution,Other,USA,3
1/09/2020,Distribution,Outbound Allocations,United Kingdom,725
1/09/2020,Distribution,Severance,Italy,788
1/09/2020,Distribution,Software,USA,57
1/09/2020,Distribution,Software Maintenance,France,-995
1/09/2020,Distribution,Software Maintenance,USA,12
1/09/2020,Distribution,Supplies,Belgium,392
1/09/2020,Distribution,Supplies,Germany,20
1/09/2020,Distribution,Supplies,Italy,9
1/09/2020,Distribution,Telecomm,Belgium,42
1/09/2020,Distribution,Telecomm,Canada,167
1/09/2020,Distribution,Telecomm,Czech Republic,35
1/09/2020,Distribution,Telecomm,Italy,231
1/09/2020,Distribution,Telecomm,Switzerland,42
1/09/2020,Distribution,Telecomm,United Kingdom,"-6,280"
1/09/2020,Distribution,Telecomm,USA,321
1/09/2020,Distribution,Training,Germany,179
1/09/2020,Distribution,Training,USA,330
1/09/2020,Distribution,Travel,Belgium,194
1/09/2020,Distribution,Travel,Canada,"1,823"
1/09/2020,Distribution,Travel,Germany,"1,856"
1/09/2020,Distribution,Travel,Italy,600
1/09/2020,Distribution,Travel,Switzerland,"1,631"
1/09/2020,Distribution,Travel,United Kingdom,"3,136"
1/09/2020,Distribution,Travel,USA,701
1/09/2020,Distribution,Vehicles,Belgium,371
1/09/2020,Distribution,Vehicles,United Kingdom,-88
1/09/2020,Document Management,Depreciation,USA,261
1/09/2020,Document Management,Employee Performance,USA,17
1/09/2020,Document Management,External Labor,USA,"136,872"
1/09/2020,Document Management,Internal Labor,USA,"91,229"
1/09/2020,Document Management,Other,USA,230
1/09/2020,Document Management,Software,USA,383
1/09/2020,Document Management,Software Maintenance,USA,"62,812"
1/09/2020,Document Management,Supplies,USA,96
1/09/2020,Document Management,Taxes,USA,154
1/09/2020,Document Management,Telecomm,USA,555
1/09/2020,Document Management,Training,USA,"1,119"
1/09/2020,EIM,Amortization,Italy,171
1/09/2020,EIM,CAPEX,USA,"22,982"
1/09/2020,EIM,Depreciation,Italy,"1,692"
1/09/2020,EIM,Employee Performance,USA,135
1/09/2020,EIM,External Labor,Italy,"6,547"
1/09/2020,EIM,External Labor,USA,"114,210"
1/09/2020,EIM,Hardware,USA,"2,753"
1/09/2020,EIM,Inbound Allocations,Belgium,457
1/09/2020,EIM,Internal Labor,Belgium,"-5,575"
1/09/2020,EIM,Internal Labor,Italy,"3,341"
1/09/2020,EIM,Internal Labor,USA,"106,256"
1/09/2020,EIM,Other,Italy,38
1/09/2020,EIM,Severance,Italy,198
1/09/2020,EIM,Software,USA,"12,921"
1/09/2020,EIM,Software Maintenance,USA,"15,084"
1/09/2020,EIM,Supplies,USA,113
1/09/2020,EIM,Telecomm,USA,415
1/09/2020,EIM,Training,Italy,-378
1/09/2020,EIM,Training,USA,"1,674"
1/09/2020,EIM,Travel,USA,763
1/09/2020,EIM,Vehicles,Belgium,"-1,559"
1/09/2020,Emerging,Depreciation,Brazil,"2,238"
1/09/2020,Emerging,Depreciation,Mexico,441
1/09/2020,Emerging,Depreciation,Turkey,"2,626"
1/09/2020,Emerging,Depreciation,USA,63
1/09/2020,Emerging,Employee Performance,USA,7
1/09/2020,Emerging,External Labor,Brazil,"12,791"
1/09/2020,Emerging,External Labor,Mexico,"-2,914"
1/09/2020,Emerging,External Labor,USA,"3,795"
1/09/2020,Emerging,Hardware,Turkey,10
1/09/2020,Emerging,Hardware Maintenance,Brazil,"-1,185"
1/09/2020,Emerging,Hardware Maintenance,Turkey,-192
1/09/2020,Emerging,Internal Labor,Brazil,"8,655"
1/09/2020,Emerging,Internal Labor,Mexico,"18,471"
1/09/2020,Emerging,Internal Labor,USA,"11,931"
1/09/2020,Emerging,Moving,Brazil,328
1/09/2020,Emerging,Other,Brazil,"2,108"
1/09/2020,Emerging,Other,Mexico,"2,015"
1/09/2020,Emerging,Other,Switzerland,"14,618"
1/09/2020,Emerging,Other,Turkey,218
1/09/2020,Emerging,Recognition,Brazil,95
1/09/2020,Emerging,Severance,Brazil,459
1/09/2020,Emerging,Severance,Mexico,3
1/09/2020,Emerging,Software,Turkey,1
1/09/2020,Emerging,Software Maintenance,Brazil,"1,375"
1/09/2020,Emerging,Supplies,Brazil,46
1/09/2020,Emerging,Supplies,Turkey,"2,121"
1/09/2020,Emerging,Telecomm,Brazil,"2,041"
1/09/2020,Emerging,Telecomm,Mexico,148
1/09/2020,Emerging,Telecomm,Switzerland,2
1/09/2020,Emerging,Telecomm,Turkey,58
1/09/2020,Emerging,Telecomm,USA,156
1/09/2020,Emerging,Training,Brazil,129
1/09/2020,Emerging,Training,Mexico,195
1/09/2020,Emerging,Travel,Brazil,-368
1/09/2020,Emerging,Travel,Switzerland,428
1/09/2020,Emerging,Travel,Turkey,-137
1/09/2020,Emerging,Travel,USA,"2,768"
1/09/2020,Emerging,Vehicles,Mexico,293
1/09/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
1/09/2020,Enterprise Capabilities,Internal Labor,Spain,"12,572"
1/09/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"8,876"
1/09/2020,Enterprise Capabilities,Telecomm,United Kingdom,38
1/09/2020,Enterprise Capabilities,Travel,Spain,"1,208"
1/09/2020,Enterprise Capabilities,Travel,United Kingdom,10
1/09/2020,GRC,Depreciation,United Kingdom,167
1/09/2020,GRC,Employee Performance,USA,8
1/09/2020,GRC,External Labor,Germany,"1,433"
1/09/2020,GRC,External Labor,United Kingdom,"4,637"
1/09/2020,GRC,External Labor,USA,"22,525"
1/09/2020,GRC,Hardware Maintenance,Italy,"6,918"
1/09/2020,GRC,Hardware Maintenance,USA,8
1/09/2020,GRC,Inbound Allocations,New Zealand,-58
1/09/2020,GRC,Internal Labor,France,"7,359"
1/09/2020,GRC,Internal Labor,Germany,"51,221"
1/09/2020,GRC,Internal Labor,Italy,"9,983"
1/09/2020,GRC,Internal Labor,New Zealand,"19,081"
1/09/2020,GRC,Internal Labor,United Kingdom,"18,368"
1/09/2020,GRC,Internal Labor,USA,"68,238"
1/09/2020,GRC,Other,Germany,"3,079"
1/09/2020,GRC,Other,Italy,1
1/09/2020,GRC,Other,New Zealand,10
1/09/2020,GRC,Other,United Kingdom,420
1/09/2020,GRC,Other,USA,189
1/09/2020,GRC,Outbound Allocations,United Kingdom,725
1/09/2020,GRC,Severance,Italy,554
1/09/2020,GRC,Supplies,USA,42
1/09/2020,GRC,Taxes,USA,104
1/09/2020,GRC,Telecomm,Italy,154
1/09/2020,GRC,Telecomm,New Zealand,58
1/09/2020,GRC,Telecomm,United Kingdom,104
1/09/2020,GRC,Telecomm,USA,414
1/09/2020,GRC,Training,Germany,907
1/09/2020,GRC,Training,United Kingdom,486
1/09/2020,GRC,Training,USA,413
1/09/2020,GRC,Travel,Germany,"6,218"
1/09/2020,GRC,Travel,Italy,292
1/09/2020,GRC,Travel,New Zealand,"-3,514"
1/09/2020,GRC,Travel,United Kingdom,"4,980"
1/09/2020,GRC,Travel,USA,27
1/09/2020,GRC,Vehicles,United Kingdom,242
1/09/2020,Help Desk,External Labor,United Kingdom,"20,332"
1/09/2020,Help Desk,External Labor,USA,"316,119"
1/09/2020,Help Desk,Hardware,USA,"1,696"
1/09/2020,Help Desk,Hardware Maintenance,USA,27
1/09/2020,Help Desk,Internal Labor,Spain,"1,874"
1/09/2020,Help Desk,Other,USA,198
1/09/2020,Help Desk,Software,USA,11
1/09/2020,Help Desk,Software Maintenance,United Kingdom,"51,397"
1/09/2020,Help Desk,Software Maintenance,USA,"4,819"
1/09/2020,Help Desk,Taxes,USA,230
1/09/2020,Help Desk,Telecomm,USA,"11,395"
1/09/2020,Help Desk,Travel,United Kingdom,239
1/09/2020,Hosting,Amortization,USA,"3,507"
1/09/2020,Hosting,CAPEX,USA,38
1/09/2020,Hosting,Depreciation,USA,"29,914"
1/09/2020,Hosting,Employee Performance,USA,41
1/09/2020,Hosting,External Labor,USA,"264,965"
1/09/2020,Hosting,Hardware,USA,"4,171"
1/09/2020,Hosting,Internal Labor,United Kingdom,"8,196"
1/09/2020,Hosting,Internal Labor,USA,"83,949"
1/09/2020,Hosting,Moving,USA,"22,697"
1/09/2020,Hosting,Software,USA,"-25,546"
1/09/2020,Hosting,Software Maintenance,USA,"341,701"
1/09/2020,Hosting,Supplies,USA,208
1/09/2020,Hosting,Taxes,USA,"3,253"
1/09/2020,Hosting,Telecomm,United Kingdom,14
1/09/2020,Hosting,Telecomm,USA,460
1/09/2020,Hosting,Training,USA,42
1/09/2020,Hosting,Travel,United Kingdom,618
1/09/2020,Hosting,Travel,USA,326
1/09/2020,Hosting,Vehicles,United Kingdom,"-2,287"
1/09/2020,Innovation,Depreciation,Austria,2
1/09/2020,Innovation,Employee Performance,USA,5
1/09/2020,Innovation,External Labor,USA,68
1/09/2020,Innovation,Internal Labor,Austria,"4,454"
1/09/2020,Innovation,Internal Labor,USA,"14,071"
1/09/2020,Innovation,Moving,USA,"1,087"
1/09/2020,Innovation,Other,Austria,29
1/09/2020,Innovation,Other,USA,"6,749"
1/09/2020,Innovation,Severance,Austria,54
1/09/2020,Innovation,Software,USA,11
1/09/2020,Innovation,Software Maintenance,USA,8
1/09/2020,Innovation,Supplies,USA,-78
1/09/2020,Innovation,Telecomm,Austria,109
1/09/2020,Innovation,Telecomm,USA,186
1/09/2020,Innovation,Travel,Austria,424
1/09/2020,Innovation,Travel,USA,"4,011"
1/09/2020,Manufacturing,Amortization,France,"8,260"
1/09/2020,Manufacturing,Amortization,Germany,"1,363"
1/09/2020,Manufacturing,Amortization,Ireland,"1,911"
1/09/2020,Manufacturing,Amortization,Italy,"9,273"
1/09/2020,Manufacturing,Amortization,Puerto Rico,"27,755"
1/09/2020,Manufacturing,Amortization,Spain,208
1/09/2020,Manufacturing,Amortization,USA,"1,043,583"
1/09/2020,Manufacturing,Depreciation,Brazil,"1,870"
1/09/2020,Manufacturing,Depreciation,France,"16,980"
1/09/2020,Manufacturing,Depreciation,Germany,64
1/09/2020,Manufacturing,Depreciation,Ireland,"6,612"
1/09/2020,Manufacturing,Depreciation,Italy,"14,984"
1/09/2020,Manufacturing,Depreciation,Puerto Rico,"50,463"
1/09/2020,Manufacturing,Depreciation,Spain,"2,983"
1/09/2020,Manufacturing,Depreciation,United Kingdom,"1,079"
1/09/2020,Manufacturing,Depreciation,USA,"26,671"
1/09/2020,Manufacturing,Employee Performance,USA,"1,736"
1/09/2020,Manufacturing,External Labor,Brazil,"3,679"
1/09/2020,Manufacturing,External Labor,France,"202,189"
1/09/2020,Manufacturing,External Labor,Italy,"66,730"
1/09/2020,Manufacturing,External Labor,Mexico,"11,822"
1/09/2020,Manufacturing,External Labor,Puerto Rico,"43,399"
1/09/2020,Manufacturing,External Labor,Spain,"5,250"
1/09/2020,Manufacturing,External Labor,USA,"259,839"
1/09/2020,Manufacturing,Hardware,France,"36,862"
1/09/2020,Manufacturing,Hardware,Puerto Rico,"21,082"
1/09/2020,Manufacturing,Hardware,USA,"11,003"
1/09/2020,Manufacturing,Hardware Maintenance,Brazil,244
1/09/2020,Manufacturing,Hardware Maintenance,France,"1,815"
1/09/2020,Manufacturing,Hardware Maintenance,Germany,57
1/09/2020,Manufacturing,Hardware Maintenance,Ireland,433
1/09/2020,Manufacturing,Hardware Maintenance,Italy,"-16,584"
1/09/2020,Manufacturing,Hardware Maintenance,Puerto Rico,"13,933"
1/09/2020,Manufacturing,Hardware Maintenance,USA,72
1/09/2020,Manufacturing,Internal Labor,Brazil,148
1/09/2020,Manufacturing,Internal Labor,France,"126,670"
1/09/2020,Manufacturing,Internal Labor,Germany,"29,319"
1/09/2020,Manufacturing,Internal Labor,Ireland,"29,018"
1/09/2020,Manufacturing,Internal Labor,Italy,"21,927"
1/09/2020,Manufacturing,Internal Labor,Puerto Rico,"75,982"
1/09/2020,Manufacturing,Internal Labor,Spain,"30,170"
1/09/2020,Manufacturing,Internal Labor,United Kingdom,"8,016"
1/09/2020,Manufacturing,Internal Labor,USA,"612,551"
1/09/2020,Manufacturing,Moving,Spain,"20,630"
1/09/2020,Manufacturing,Other,France,"-54,566"
1/09/2020,Manufacturing,Other,Germany,13
1/09/2020,Manufacturing,Other,Italy,"-141,733"
1/09/2020,Manufacturing,Other,Puerto Rico,"-26,103"
1/09/2020,Manufacturing,Other,Spain,"-8,660"
1/09/2020,Manufacturing,Other,USA,"68,049"
1/09/2020,Manufacturing,Project Expenses,Puerto Rico,"13,379"
1/09/2020,Manufacturing,Project Expenses,USA,"8,118"
1/09/2020,Manufacturing,Recognition,USA,54
1/09/2020,Manufacturing,Severance,Italy,"1,673"
1/09/2020,Manufacturing,Software,USA,"50,437"
1/09/2020,Manufacturing,Software Maintenance,France,"3,012"
1/09/2020,Manufacturing,Software Maintenance,USA,"202,374"
1/09/2020,Manufacturing,Supplies,Brazil,35
1/09/2020,Manufacturing,Supplies,Germany,31
1/09/2020,Manufacturing,Supplies,Ireland,248
1/09/2020,Manufacturing,Supplies,Puerto Rico,415
1/09/2020,Manufacturing,Supplies,USA,366
1/09/2020,Manufacturing,Taxes,USA,"2,226"
1/09/2020,Manufacturing,Telecomm,Brazil,35
1/09/2020,Manufacturing,Telecomm,France,"7,768"
1/09/2020,Manufacturing,Telecomm,Ireland,"5,596"
1/09/2020,Manufacturing,Telecomm,Italy,"1,166"
1/09/2020,Manufacturing,Telecomm,Puerto Rico,"4,814"
1/09/2020,Manufacturing,Telecomm,United Kingdom,2
1/09/2020,Manufacturing,Telecomm,USA,"26,926"
1/09/2020,Manufacturing,Training,France,99
1/09/2020,Manufacturing,Training,Ireland,119
1/09/2020,Manufacturing,Training,USA,498
1/09/2020,Manufacturing,Travel,France,"2,386"
1/09/2020,Manufacturing,Travel,Italy,686
1/09/2020,Manufacturing,Travel,Puerto Rico,"1,908"
1/09/2020,Manufacturing,Travel,Spain,236
1/09/2020,Manufacturing,Travel,United Kingdom,94
1/09/2020,Manufacturing,Travel,USA,"1,470"
1/09/2020,Manufacturing,Vehicles,France,238
1/09/2020,Manufacturing,Vehicles,Spain,-10
1/09/2020,Manufacturing,Vehicles,United Kingdom,1
1/09/2020,Mobility,Depreciation,United Kingdom,"13,391"
1/09/2020,Mobility,Depreciation,USA,"2,059"
1/09/2020,Mobility,External Labor,United Kingdom,767
1/09/2020,Mobility,External Labor,USA,"88,696"
1/09/2020,Mobility,Internal Labor,United Kingdom,546
1/09/2020,Mobility,Other,United Kingdom,216
1/09/2020,Mobility,Outbound Allocations,United Kingdom,"1,450"
1/09/2020,Mobility,Software,USA,"2,811"
1/09/2020,Mobility,Software Maintenance,USA,"72,172"
1/09/2020,Mobility,Taxes,USA,840
1/09/2020,Mobility,Telecomm,USA,27
1/09/2020,Mobility,Travel,United Kingdom,273
1/09/2020,Mobility,Vehicles,United Kingdom,-338
1/09/2020,Networking,Depreciation,Canada,332
1/09/2020,Networking,Depreciation,Mexico,5
1/09/2020,Networking,Depreciation,Switzerland,556
1/09/2020,Networking,Depreciation,United Kingdom,"4,002"
1/09/2020,Networking,Depreciation,USA,"41,518"
1/09/2020,Networking,Employee Performance,USA,136
1/09/2020,Networking,External Labor,Ireland,"64,500"
1/09/2020,Networking,External Labor,Mexico,"17,499"
1/09/2020,Networking,External Labor,Switzerland,211
1/09/2020,Networking,External Labor,United Kingdom,727
1/09/2020,Networking,External Labor,USA,"146,874"
1/09/2020,Networking,Hardware,Switzerland,"18,447"
1/09/2020,Networking,Hardware,United Kingdom,"156,896"
1/09/2020,Networking,Hardware,USA,"71,326"
1/09/2020,Networking,Hardware Maintenance,Switzerland,"1,168"
1/09/2020,Networking,Hardware Maintenance,USA,"50,141"
1/09/2020,Networking,Internal Labor,Germany,"15,580"
1/09/2020,Networking,Internal Labor,Switzerland,"5,254"
1/09/2020,Networking,Internal Labor,United Kingdom,"12,166"
1/09/2020,Networking,Internal Labor,USA,"51,867"
1/09/2020,Networking,Other,Mexico,132
1/09/2020,Networking,Other,Switzerland,"1,128"
1/09/2020,Networking,Other,United Kingdom,136
1/09/2020,Networking,Other,USA,"371,302"
1/09/2020,Networking,Project Expenses,United Kingdom,4
