Date,IT Department,Cost Element,Country,Actual
1/12/2020,Data Centers,Other,Austria,12
1/12/2020,Data Centers,Other,Netherlands,5
1/12/2020,Data Centers,Other,United Kingdom,105
1/12/2020,Data Centers,Other,USA,344
1/12/2020,Data Centers,Project Expenses,United Kingdom,"46,830"
1/12/2020,Data Centers,Severance,Austria,66
1/12/2020,Data Centers,Software,United Kingdom,"-1,271"
1/12/2020,Data Centers,Software,USA,"67,394"
1/12/2020,Data Centers,Software Maintenance,United Kingdom,"9,968"
1/12/2020,Data Centers,Software Maintenance,USA,"58,132"
1/12/2020,Data Centers,Supplies,USA,155
1/12/2020,Data Centers,Taxes,USA,"17,338"
1/12/2020,Data Centers,Telecomm,Austria,11
1/12/2020,Data Centers,Telecomm,United Kingdom,118
1/12/2020,Data Centers,Telecomm,USA,792
1/12/2020,Data Centers,Training,Austria,-77
1/12/2020,Data Centers,Training,Germany,564
1/12/2020,Data Centers,Training,USA,"14,783"
1/12/2020,Data Centers,Travel,Netherlands,-24
1/12/2020,Data Centers,Travel,United Kingdom,"5,013"
1/12/2020,Data Centers,Travel,USA,"6,318"
1/12/2020,Data Centers,Vehicles,Netherlands,366
1/12/2020,Data Centers,Vehicles,Spain,477
1/12/2020,Data Management,Internal Labor,Germany,"2,892"
1/12/2020,Data Management,Internal Labor,Spain,"5,568"
1/12/2020,Data Management,Other,Germany,-22
1/12/2020,Data Management,Other,Spain,110
1/12/2020,Data Management,Telecomm,Germany,622
1/12/2020,Data Management,Travel,Spain,833
1/12/2020,Data Management,Vehicles,Spain,294
1/12/2020,Development,Employee Performance,USA,955
1/12/2020,Development,External Labor,United Kingdom,697
1/12/2020,Development,External Labor,USA,"320,892"
1/12/2020,Development,Inbound Allocations,United Kingdom,147
1/12/2020,Development,Internal Labor,Belgium,"-3,832"
1/12/2020,Development,Internal Labor,Germany,"1,309"
1/12/2020,Development,Internal Labor,Spain,"3,056"
1/12/2020,Development,Internal Labor,United Kingdom,"9,319"
1/12/2020,Development,Internal Labor,USA,"153,741"
1/12/2020,Development,Moving,USA,"6,537"
1/12/2020,Development,Other,Spain,67
1/12/2020,Development,Other,United Kingdom,5
1/12/2020,Development,Other,USA,"23,038"
1/12/2020,Development,Outbound Allocations,United Kingdom,"1,987"
1/12/2020,Development,Outbound Allocations,USA,"-20,128"
1/12/2020,Development,Software,USA,"237,979"
1/12/2020,Development,Software Maintenance,USA,"46,730"
1/12/2020,Development,Taxes,USA,"2,447"
1/12/2020,Development,Telecomm,Belgium,38
1/12/2020,Development,Telecomm,United Kingdom,23
1/12/2020,Development,Telecomm,USA,633
1/12/2020,Development,Training,Belgium,"1,476"
1/12/2020,Development,Training,USA,105
1/12/2020,Development,Travel,Spain,137
1/12/2020,Development,Travel,United Kingdom,"2,199"
1/12/2020,Development,Travel,USA,"1,836"
1/12/2020,Development,Vehicles,Belgium,392
1/12/2020,Distribution,Amortization,Italy,"2,785"
1/12/2020,Distribution,Depreciation,Belgium,16
1/12/2020,Distribution,Depreciation,Italy,202
1/12/2020,Distribution,Depreciation,Poland,14
1/12/2020,Distribution,Depreciation,Switzerland,448
1/12/2020,Distribution,Depreciation,United Kingdom,26
1/12/2020,Distribution,Employee Performance,USA,103
1/12/2020,Distribution,External Labor,Canada,105
1/12/2020,Distribution,External Labor,France,"12,588"
1/12/2020,Distribution,External Labor,United Kingdom,"4,303"
1/12/2020,Distribution,External Labor,USA,"54,580"
1/12/2020,Distribution,Hardware,Canada,54
1/12/2020,Distribution,Inbound Allocations,Czech Republic,"2,818"
1/12/2020,Distribution,Inbound Allocations,Poland,"1,893"
1/12/2020,Distribution,Internal Labor,Belgium,"27,318"
1/12/2020,Distribution,Internal Labor,Canada,"6,169"
1/12/2020,Distribution,Internal Labor,Czech Republic,"-8,754"
1/12/2020,Distribution,Internal Labor,France,"3,419"
1/12/2020,Distribution,Internal Labor,Germany,"32,721"
1/12/2020,Distribution,Internal Labor,Italy,"16,368"
1/12/2020,Distribution,Internal Labor,Portugal,"3,101"
1/12/2020,Distribution,Internal Labor,Spain,"5,247"
1/12/2020,Distribution,Internal Labor,Switzerland,"9,310"
1/12/2020,Distribution,Internal Labor,United Kingdom,"28,085"
1/12/2020,Distribution,Internal Labor,USA,"87,099"
1/12/2020,Distribution,Moving,Spain,23
1/12/2020,Distribution,Moving,USA,317
1/12/2020,Distribution,Other,Belgium,167
1/12/2020,Distribution,Other,Canada,12
1/12/2020,Distribution,Other,Czech Republic,20
1/12/2020,Distribution,Other,France,8
1/12/2020,Distribution,Other,Germany,50
1/12/2020,Distribution,Other,Italy,24
1/12/2020,Distribution,Other,Portugal,127
1/12/2020,Distribution,Other,Spain,82
1/12/2020,Distribution,Other,United Kingdom,5
1/12/2020,Distribution,Other,USA,42
1/12/2020,Distribution,Outbound Allocations,United Kingdom,695
1/12/2020,Distribution,Severance,Italy,"1,467"
1/12/2020,Distribution,Software,USA,17
1/12/2020,Distribution,Software Maintenance,United Kingdom,"53,999"
1/12/2020,Distribution,Software Maintenance,USA,12
1/12/2020,Distribution,Supplies,Belgium,-10
1/12/2020,Distribution,Supplies,Germany,10
1/12/2020,Distribution,Supplies,Portugal,112
1/12/2020,Distribution,Supplies,United Kingdom,231
1/12/2020,Distribution,Supplies,USA,32
1/12/2020,Distribution,Telecomm,Belgium,56
1/12/2020,Distribution,Telecomm,Canada,108
1/12/2020,Distribution,Telecomm,Czech Republic,54
1/12/2020,Distribution,Telecomm,Italy,-18
1/12/2020,Distribution,Telecomm,Poland,122
1/12/2020,Distribution,Telecomm,Portugal,59
1/12/2020,Distribution,Telecomm,Switzerland,598
1/12/2020,Distribution,Telecomm,United Kingdom,282
1/12/2020,Distribution,Telecomm,USA,496
1/12/2020,Distribution,Training,Belgium,"12,800"
1/12/2020,Distribution,Training,Germany,165
1/12/2020,Distribution,Training,USA,2
1/12/2020,Distribution,Travel,Belgium,"2,354"
1/12/2020,Distribution,Travel,Canada,"1,529"
1/12/2020,Distribution,Travel,France,8
1/12/2020,Distribution,Travel,Germany,862
1/12/2020,Distribution,Travel,Italy,"1,393"
1/12/2020,Distribution,Travel,Poland,586
1/12/2020,Distribution,Travel,Portugal,841
1/12/2020,Distribution,Travel,Spain,447
1/12/2020,Distribution,Travel,United Kingdom,"4,425"
1/12/2020,Distribution,Travel,USA,862
1/12/2020,Distribution,Vehicles,Belgium,293
1/12/2020,Distribution,Vehicles,Italy,19
1/12/2020,Distribution,Vehicles,Portugal,672
1/12/2020,Distribution,Vehicles,United Kingdom,319
1/12/2020,Document Management,Depreciation,USA,261
1/12/2020,Document Management,Employee Performance,USA,436
1/12/2020,Document Management,External Labor,USA,"135,701"
1/12/2020,Document Management,Hardware,USA,9
1/12/2020,Document Management,Internal Labor,USA,"90,523"
1/12/2020,Document Management,Other,USA,167
1/12/2020,Document Management,Recognition,USA,97
1/12/2020,Document Management,Software,USA,383
1/12/2020,Document Management,Software Maintenance,USA,"63,742"
1/12/2020,Document Management,Supplies,USA,45
1/12/2020,Document Management,Taxes,USA,154
1/12/2020,Document Management,Telecomm,USA,545
1/12/2020,Document Management,Travel,USA,837
1/12/2020,EIM,Amortization,Italy,158
1/12/2020,EIM,CAPEX,USA,"49,132"
1/12/2020,EIM,Depreciation,Italy,"1,426"
1/12/2020,EIM,Employee Performance,USA,"1,564"
1/12/2020,EIM,External Labor,Italy,"-1,512"
1/12/2020,EIM,External Labor,USA,"109,568"
1/12/2020,EIM,Hardware,USA,14
1/12/2020,EIM,Internal Labor,Italy,"4,778"
1/12/2020,EIM,Internal Labor,USA,"106,049"
1/12/2020,EIM,Other,USA,29
1/12/2020,EIM,Severance,Italy,411
1/12/2020,EIM,Software,USA,"100,167"
1/12/2020,EIM,Software Maintenance,USA,"38,793"
1/12/2020,EIM,Supplies,USA,276
1/12/2020,EIM,Telecomm,Italy,80
1/12/2020,EIM,Telecomm,USA,533
1/12/2020,EIM,Training,USA,"1,305"
1/12/2020,EIM,Travel,Italy,409
1/12/2020,EIM,Travel,USA,"3,088"
1/12/2020,EIM,Vehicles,Italy,92
1/12/2020,Emerging,Depreciation,Brazil,"4,272"
1/12/2020,Emerging,Depreciation,Mexico,394
1/12/2020,Emerging,Depreciation,Turkey,"2,614"
1/12/2020,Emerging,Depreciation,USA,63
1/12/2020,Emerging,External Labor,Brazil,"3,822"
1/12/2020,Emerging,External Labor,Mexico,"15,612"
1/12/2020,Emerging,External Labor,Turkey,673
1/12/2020,Emerging,External Labor,USA,"100,669"
1/12/2020,Emerging,Hardware,Turkey,118
1/12/2020,Emerging,Hardware,USA,8
1/12/2020,Emerging,Hardware Maintenance,Brazil,708
1/12/2020,Emerging,Hardware Maintenance,Mexico,"7,749"
1/12/2020,Emerging,Hardware Maintenance,Turkey,16
1/12/2020,Emerging,Internal Labor,Mexico,"12,977"
1/12/2020,Emerging,Internal Labor,USA,"8,611"
1/12/2020,Emerging,Other,Brazil,"2,917"
1/12/2020,Emerging,Other,Mexico,731
1/12/2020,Emerging,Other,Switzerland,"5,872"
1/12/2020,Emerging,Other,Turkey,"7,440"
1/12/2020,Emerging,Other,USA,"88,945"
1/12/2020,Emerging,Recognition,Mexico,11
1/12/2020,Emerging,Severance,Mexico,"13,470"
1/12/2020,Emerging,Software,Turkey,71
1/12/2020,Emerging,Supplies,Brazil,325
1/12/2020,Emerging,Supplies,Mexico,22
1/12/2020,Emerging,Supplies,Turkey,678
1/12/2020,Emerging,Supplies,USA,7
1/12/2020,Emerging,Taxes,Mexico,36
1/12/2020,Emerging,Telecomm,Brazil,967
1/12/2020,Emerging,Telecomm,Mexico,83
1/12/2020,Emerging,Telecomm,Turkey,74
1/12/2020,Emerging,Telecomm,USA,171
1/12/2020,Emerging,Training,Mexico,14
1/12/2020,Emerging,Training,Turkey,472
1/12/2020,Emerging,Travel,Brazil,60
1/12/2020,Emerging,Travel,Mexico,268
1/12/2020,Emerging,Travel,Turkey,-615
1/12/2020,Emerging,Travel,USA,"3,094"
1/12/2020,Emerging,Vehicles,Mexico,46
1/12/2020,Enterprise Capabilities,Depreciation,United Kingdom,287
1/12/2020,Enterprise Capabilities,Internal Labor,Spain,"-19,651"
1/12/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"10,429"
1/12/2020,Enterprise Capabilities,Other,United Kingdom,33
1/12/2020,Enterprise Capabilities,Telecomm,United Kingdom,87
1/12/2020,Enterprise Capabilities,Travel,United Kingdom,121
1/12/2020,GRC,Depreciation,United Kingdom,160
1/12/2020,GRC,Employee Performance,USA,"1,526"
1/12/2020,GRC,External Labor,Germany,"13,505"
1/12/2020,GRC,External Labor,Spain,"9,009"
1/12/2020,GRC,External Labor,United Kingdom,"3,505"
1/12/2020,GRC,External Labor,USA,"-331,515"
1/12/2020,GRC,Internal Labor,France,"-12,966"
1/12/2020,GRC,Internal Labor,Germany,"50,941"
1/12/2020,GRC,Internal Labor,Italy,"12,300"
1/12/2020,GRC,Internal Labor,New Zealand,"8,742"
1/12/2020,GRC,Internal Labor,United Kingdom,"24,692"
1/12/2020,GRC,Internal Labor,USA,770
1/12/2020,GRC,Other,Germany,11
1/12/2020,GRC,Other,Italy,10
1/12/2020,GRC,Other,United Kingdom,"3,943"
1/12/2020,GRC,Other,USA,139
1/12/2020,GRC,Outbound Allocations,United Kingdom,695
1/12/2020,GRC,Severance,Italy,"1,131"
1/12/2020,GRC,Severance,New Zealand,118
1/12/2020,GRC,Software Maintenance,United Kingdom,"3,512"
1/12/2020,GRC,Software Maintenance,USA,"12,500"
1/12/2020,GRC,Supplies,United Kingdom,17
1/12/2020,GRC,Supplies,USA,160
1/12/2020,GRC,Taxes,USA,104
1/12/2020,GRC,Telecomm,Italy,-12
1/12/2020,GRC,Telecomm,New Zealand,48
1/12/2020,GRC,Telecomm,United Kingdom,237
1/12/2020,GRC,Telecomm,USA,138
1/12/2020,GRC,Training,USA,525
1/12/2020,GRC,Travel,Germany,"4,015"
1/12/2020,GRC,Travel,Italy,113
1/12/2020,GRC,Travel,New Zealand,"4,048"
1/12/2020,GRC,Travel,United Kingdom,"3,074"
1/12/2020,GRC,Travel,USA,"2,932"
1/12/2020,GRC,Vehicles,Germany,418
1/12/2020,GRC,Vehicles,United Kingdom,-54
1/12/2020,Help Desk,External Labor,United Kingdom,"21,724"
1/12/2020,Help Desk,External Labor,USA,"577,910"
1/12/2020,Help Desk,Hardware Maintenance,USA,27
1/12/2020,Help Desk,Internal Labor,Spain,"-6,926"
1/12/2020,Help Desk,Other,USA,18
1/12/2020,Help Desk,Software,USA,"1,658"
1/12/2020,Help Desk,Software Maintenance,United Kingdom,"39,197"
1/12/2020,Help Desk,Software Maintenance,USA,8
1/12/2020,Help Desk,Taxes,USA,230
1/12/2020,Help Desk,Telecomm,USA,370
1/12/2020,Hosting,Amortization,USA,"3,507"
1/12/2020,Hosting,Depreciation,USA,"29,914"
1/12/2020,Hosting,Employee Performance,USA,"1,996"
1/12/2020,Hosting,External Labor,USA,"301,392"
1/12/2020,Hosting,Internal Labor,United Kingdom,"7,608"
1/12/2020,Hosting,Internal Labor,USA,"84,365"
1/12/2020,Hosting,Moving,USA,"2,464"
1/12/2020,Hosting,Other,USA,296
1/12/2020,Hosting,Software,USA,"-17,155"
1/12/2020,Hosting,Software Maintenance,USA,"359,065"
1/12/2020,Hosting,Supplies,United Kingdom,51
1/12/2020,Hosting,Taxes,USA,"3,253"
1/12/2020,Hosting,Telecomm,United Kingdom,49
1/12/2020,Hosting,Telecomm,USA,424
1/12/2020,Hosting,Travel,United Kingdom,640
1/12/2020,Innovation,Depreciation,Austria,2
1/12/2020,Innovation,External Labor,USA,"298,733"
1/12/2020,Innovation,Hardware,USA,5
1/12/2020,Innovation,Hardware Maintenance,Austria,-2
1/12/2020,Innovation,Internal Labor,Austria,"39,989"
1/12/2020,Innovation,Internal Labor,USA,"18,963"
1/12/2020,Innovation,Moving,USA,"1,585"
1/12/2020,Innovation,Other,Austria,21
1/12/2020,Innovation,Other,USA,"73,576"
1/12/2020,Innovation,Recognition,Austria,"7,105"
1/12/2020,Innovation,Severance,Austria,88
1/12/2020,Innovation,Software,USA,11
1/12/2020,Innovation,Software Maintenance,USA,8
1/12/2020,Innovation,Telecomm,Austria,165
1/12/2020,Innovation,Telecomm,USA,218
1/12/2020,Innovation,Travel,Austria,"2,596"
1/12/2020,Innovation,Travel,USA,590
1/12/2020,Manufacturing,Amortization,Brazil,8
1/12/2020,Manufacturing,Amortization,France,"11,763"
1/12/2020,Manufacturing,Amortization,Germany,"1,436"
1/12/2020,Manufacturing,Amortization,Ireland,"1,765"
1/12/2020,Manufacturing,Amortization,Italy,"7,178"
1/12/2020,Manufacturing,Amortization,Puerto Rico,"26,694"
1/12/2020,Manufacturing,Amortization,USA,"1,149,017"
1/12/2020,Manufacturing,Depreciation,Brazil,"3,053"
1/12/2020,Manufacturing,Depreciation,France,"14,793"
1/12/2020,Manufacturing,Depreciation,Germany,125
1/12/2020,Manufacturing,Depreciation,Ireland,"6,340"
1/12/2020,Manufacturing,Depreciation,Italy,"13,732"
1/12/2020,Manufacturing,Depreciation,Mexico,798
1/12/2020,Manufacturing,Depreciation,Puerto Rico,"55,824"
1/12/2020,Manufacturing,Depreciation,Spain,"4,097"
1/12/2020,Manufacturing,Depreciation,United Kingdom,"1,035"
1/12/2020,Manufacturing,Depreciation,USA,"24,624"
1/12/2020,Manufacturing,Employee Performance,USA,"3,394"
1/12/2020,Manufacturing,External Labor,Brazil,"-1,871"
1/12/2020,Manufacturing,External Labor,France,"193,959"
1/12/2020,Manufacturing,External Labor,Ireland,"26,626"
1/12/2020,Manufacturing,External Labor,Italy,702
1/12/2020,Manufacturing,External Labor,Mexico,"1,479"
1/12/2020,Manufacturing,External Labor,Puerto Rico,"78,633"
1/12/2020,Manufacturing,External Labor,Spain,"5,262"
1/12/2020,Manufacturing,External Labor,USA,"384,348"
1/12/2020,Manufacturing,Hardware,France,"-15,866"
1/12/2020,Manufacturing,Hardware,Puerto Rico,"-33,840"
1/12/2020,Manufacturing,Hardware,Spain,84
1/12/2020,Manufacturing,Hardware,USA,"1,058"
1/12/2020,Manufacturing,Hardware Maintenance,Brazil,564
1/12/2020,Manufacturing,Hardware Maintenance,France,631
1/12/2020,Manufacturing,Hardware Maintenance,Germany,"-2,218"
1/12/2020,Manufacturing,Hardware Maintenance,Italy,"10,744"
1/12/2020,Manufacturing,Hardware Maintenance,Mexico,346
1/12/2020,Manufacturing,Hardware Maintenance,Puerto Rico,"-4,595"
1/12/2020,Manufacturing,Internal Labor,France,"120,449"
1/12/2020,Manufacturing,Internal Labor,Germany,"26,357"
1/12/2020,Manufacturing,Internal Labor,Ireland,"104,573"
1/12/2020,Manufacturing,Internal Labor,Italy,"29,812"
1/12/2020,Manufacturing,Internal Labor,Puerto Rico,"91,356"
1/12/2020,Manufacturing,Internal Labor,Spain,"25,429"
1/12/2020,Manufacturing,Internal Labor,United Kingdom,"9,309"
1/12/2020,Manufacturing,Internal Labor,USA,"470,727"
1/12/2020,Manufacturing,Other,France,"-51,653"
1/12/2020,Manufacturing,Other,Italy,384
1/12/2020,Manufacturing,Other,Puerto Rico,60
1/12/2020,Manufacturing,Other,Spain,"-7,233"
1/12/2020,Manufacturing,Other,USA,"4,337"
1/12/2020,Manufacturing,Project Expenses,France,"5,619"
1/12/2020,Manufacturing,Project Expenses,Puerto Rico,"12,077"
1/12/2020,Manufacturing,Project Expenses,USA,"43,932"
1/12/2020,Manufacturing,Recognition,USA,174
1/12/2020,Manufacturing,Severance,Italy,"2,376"
1/12/2020,Manufacturing,Software,France,987
1/12/2020,Manufacturing,Software,Ireland,"10,961"
1/12/2020,Manufacturing,Software,USA,"70,274"
1/12/2020,Manufacturing,Software Maintenance,France,"29,624"
1/12/2020,Manufacturing,Software Maintenance,USA,"189,023"
1/12/2020,Manufacturing,Supplies,Brazil,33
1/12/2020,Manufacturing,Supplies,Ireland,"1,378"
1/12/2020,Manufacturing,Supplies,Puerto Rico,"1,984"
1/12/2020,Manufacturing,Supplies,USA,"1,890"
1/12/2020,Manufacturing,Taxes,USA,"2,226"
1/12/2020,Manufacturing,Telecomm,Brazil,54
1/12/2020,Manufacturing,Telecomm,France,"42,690"
1/12/2020,Manufacturing,Telecomm,Ireland,"8,105"
1/12/2020,Manufacturing,Telecomm,Italy,"-5,209"
1/12/2020,Manufacturing,Telecomm,Puerto Rico,"-14,350"
1/12/2020,Manufacturing,Telecomm,United Kingdom,22
1/12/2020,Manufacturing,Telecomm,USA,"8,799"
1/12/2020,Manufacturing,Training,France,365
1/12/2020,Manufacturing,Training,Italy,180
1/12/2020,Manufacturing,Training,Spain,489
1/12/2020,Manufacturing,Training,USA,"5,848"
1/12/2020,Manufacturing,Travel,France,104
1/12/2020,Manufacturing,Travel,Ireland,595
1/12/2020,Manufacturing,Travel,Italy,"2,941"
1/12/2020,Manufacturing,Travel,Puerto Rico,"3,386"
1/12/2020,Manufacturing,Travel,United Kingdom,"3,332"
1/12/2020,Manufacturing,Travel,USA,"14,226"
1/12/2020,Manufacturing,Vehicles,France,220
1/12/2020,Manufacturing,Vehicles,Italy,198
1/12/2020,Manufacturing,Vehicles,Spain,258
1/12/2020,Mobility,Depreciation,United Kingdom,"18,506"
1/12/2020,Mobility,Depreciation,USA,873
1/12/2020,Mobility,External Labor,United Kingdom,736
1/12/2020,Mobility,External Labor,USA,"193,375"
1/12/2020,Mobility,Internal Labor,United Kingdom,921
1/12/2020,Mobility,Outbound Allocations,United Kingdom,"1,390"
1/12/2020,Mobility,Software,USA,"5,037"
1/12/2020,Mobility,Software Maintenance,USA,"21,422"
1/12/2020,Mobility,Taxes,USA,840
1/12/2020,Mobility,Telecomm,USA,979
1/12/2020,Mobility,Training,USA,105
1/12/2020,Mobility,Vehicles,United Kingdom,-177
1/12/2020,Networking,Depreciation,Mexico,4
1/12/2020,Networking,Depreciation,Switzerland,523
1/12/2020,Networking,Depreciation,United Kingdom,"3,436"
1/12/2020,Networking,Depreciation,USA,"43,106"
1/12/2020,Networking,Employee Performance,USA,222
1/12/2020,Networking,External Labor,Ireland,"73,812"
1/12/2020,Networking,External Labor,Mexico,"2,583"
1/12/2020,Networking,External Labor,Switzerland,"2,250"
