Date,IT Department,Cost Element,Country,Actual
1/11/2020,Core Infrastructure,Depreciation,New Zealand,"7,716"
1/11/2020,Core Infrastructure,Depreciation,Russia,15
1/11/2020,Core Infrastructure,Depreciation,USA,"3,905"
1/11/2020,Core Infrastructure,Employee Performance,USA,"1,065"
1/11/2020,Core Infrastructure,External Labor,Brazil,"45,141"
1/11/2020,Core Infrastructure,External Labor,Canada,"32,516"
1/11/2020,Core Infrastructure,External Labor,Mexico,"38,978"
1/11/2020,Core Infrastructure,External Labor,New Zealand,"102,874"
1/11/2020,Core Infrastructure,External Labor,South Africa,739
1/11/2020,Core Infrastructure,External Labor,USA,"215,544"
1/11/2020,Core Infrastructure,Hardware,Brazil,"1,278"
1/11/2020,Core Infrastructure,Hardware,Mexico,"43,116"
1/11/2020,Core Infrastructure,Hardware,New Zealand,"131,746"
1/11/2020,Core Infrastructure,Hardware,South Africa,668
1/11/2020,Core Infrastructure,Hardware,USA,26
1/11/2020,Core Infrastructure,Hardware Maintenance,Brazil,"2,086"
1/11/2020,Core Infrastructure,Hardware Maintenance,Canada,"1,744"
1/11/2020,Core Infrastructure,Hardware Maintenance,Mexico,"24,474"
1/11/2020,Core Infrastructure,Inbound Allocations,New Zealand,"10,236"
1/11/2020,Core Infrastructure,Inbound Allocations,South Africa,"2,062"
1/11/2020,Core Infrastructure,Internal Labor,Brazil,"9,179"
1/11/2020,Core Infrastructure,Internal Labor,Mexico,"3,147"
1/11/2020,Core Infrastructure,Internal Labor,New Zealand,"43,530"
1/11/2020,Core Infrastructure,Internal Labor,Switzerland,"7,262"
1/11/2020,Core Infrastructure,Internal Labor,USA,"39,034"
1/11/2020,Core Infrastructure,Moving,USA,415
1/11/2020,Core Infrastructure,Other,Brazil,"11,830"
1/11/2020,Core Infrastructure,Other,Canada,"9,667"
1/11/2020,Core Infrastructure,Other,Mexico,"12,264"
1/11/2020,Core Infrastructure,Other,New Zealand,"-28,071"
1/11/2020,Core Infrastructure,Other,South Africa,29
1/11/2020,Core Infrastructure,Other,USA,"-6,846"
1/11/2020,Core Infrastructure,Recognition,New Zealand,321
1/11/2020,Core Infrastructure,Recognition,USA,351
1/11/2020,Core Infrastructure,Severance,Brazil,315
1/11/2020,Core Infrastructure,Severance,Mexico,305
1/11/2020,Core Infrastructure,Severance,New Zealand,386
1/11/2020,Core Infrastructure,Software,Canada,469
1/11/2020,Core Infrastructure,Software,USA,"-58,411"
1/11/2020,Core Infrastructure,Supplies,Brazil,"2,964"
1/11/2020,Core Infrastructure,Supplies,Canada,"2,020"
1/11/2020,Core Infrastructure,Supplies,New Zealand,"2,008"
1/11/2020,Core Infrastructure,Supplies,USA,325
1/11/2020,Core Infrastructure,Taxes,Mexico,59
1/11/2020,Core Infrastructure,Taxes,USA,9
1/11/2020,Core Infrastructure,Telecomm,Brazil,"1,207"
1/11/2020,Core Infrastructure,Telecomm,Canada,"1,340"
1/11/2020,Core Infrastructure,Telecomm,Mexico,"1,800"
1/11/2020,Core Infrastructure,Telecomm,New Zealand,"32,565"
1/11/2020,Core Infrastructure,Telecomm,South Africa,"3,579"
1/11/2020,Core Infrastructure,Telecomm,Switzerland,173
1/11/2020,Core Infrastructure,Telecomm,USA,772
1/11/2020,Core Infrastructure,Travel,Brazil,"2,379"
1/11/2020,Core Infrastructure,Travel,Mexico,"1,308"
1/11/2020,Core Infrastructure,Travel,New Zealand,"-1,838"
1/11/2020,Core Infrastructure,Travel,Switzerland,"5,434"
1/11/2020,Core Infrastructure,Travel,USA,706
1/11/2020,Core Infrastructure,Vehicles,Mexico,19
1/11/2020,Core Infrastructure,Vehicles,New Zealand,56
1/11/2020,Core Infrastructure,Vehicles,Switzerland,52
1/11/2020,Data Centers,Amortization,USA,176
1/11/2020,Data Centers,CAPEX,USA,146
1/11/2020,Data Centers,Depreciation,Ireland,633
1/11/2020,Data Centers,Depreciation,United Kingdom,"20,312"
1/11/2020,Data Centers,Depreciation,USA,"255,713"
1/11/2020,Data Centers,Employee Performance,USA,817
1/11/2020,Data Centers,External Labor,Germany,"6,351"
1/11/2020,Data Centers,External Labor,United Kingdom,902
1/11/2020,Data Centers,External Labor,USA,"414,881"
1/11/2020,Data Centers,Hardware,United Kingdom,"-50,120"
1/11/2020,Data Centers,Hardware,USA,"39,364"
1/11/2020,Data Centers,Hardware Maintenance,United Kingdom,"11,118"
1/11/2020,Data Centers,Hardware Maintenance,USA,"46,948"
1/11/2020,Data Centers,Internal Labor,Austria,"3,926"
1/11/2020,Data Centers,Internal Labor,Germany,"9,451"
1/11/2020,Data Centers,Internal Labor,Netherlands,"4,050"
1/11/2020,Data Centers,Internal Labor,United Kingdom,"14,677"
1/11/2020,Data Centers,Internal Labor,USA,"129,267"
1/11/2020,Data Centers,Other,Austria,44
1/11/2020,Data Centers,Other,Netherlands,5
1/11/2020,Data Centers,Other,United Kingdom,638
1/11/2020,Data Centers,Other,USA,69
1/11/2020,Data Centers,Project Expenses,Spain,"18,499"
1/11/2020,Data Centers,Project Expenses,United Kingdom,"-5,750"
1/11/2020,Data Centers,Recognition,Austria,129
1/11/2020,Data Centers,Severance,Austria,75
1/11/2020,Data Centers,Software,United Kingdom,"9,009"
1/11/2020,Data Centers,Software,USA,"15,972"
1/11/2020,Data Centers,Software Maintenance,United Kingdom,"118,771"
1/11/2020,Data Centers,Software Maintenance,USA,"75,660"
1/11/2020,Data Centers,Supplies,USA,133
1/11/2020,Data Centers,Taxes,USA,"17,338"
1/11/2020,Data Centers,Telecomm,Austria,13
1/11/2020,Data Centers,Telecomm,United Kingdom,235
1/11/2020,Data Centers,Telecomm,USA,870
1/11/2020,Data Centers,Training,Austria,82
1/11/2020,Data Centers,Training,USA,"1,949"
1/11/2020,Data Centers,Travel,Austria,306
1/11/2020,Data Centers,Travel,Netherlands,193
1/11/2020,Data Centers,Travel,United Kingdom,"2,623"
1/11/2020,Data Centers,Travel,USA,538
1/11/2020,Data Centers,Vehicles,Netherlands,425
1/11/2020,Data Centers,Vehicles,United Kingdom,1
1/11/2020,Data Management,Internal Labor,Germany,"3,552"
1/11/2020,Data Management,Internal Labor,Spain,"5,902"
1/11/2020,Data Management,Telecomm,Germany,"-2,063"
1/11/2020,Development,Employee Performance,USA,475
1/11/2020,Development,External Labor,United Kingdom,973
1/11/2020,Development,External Labor,USA,"204,867"
1/11/2020,Development,Hardware,United Kingdom,577
1/11/2020,Development,Inbound Allocations,United Kingdom,243
1/11/2020,Development,Internal Labor,Belgium,"1,104"
1/11/2020,Development,Internal Labor,Germany,"1,392"
1/11/2020,Development,Internal Labor,Spain,"5,564"
1/11/2020,Development,Internal Labor,United Kingdom,"8,024"
1/11/2020,Development,Internal Labor,USA,"141,320"
1/11/2020,Development,Moving,USA,52
1/11/2020,Development,Other,Belgium,21
1/11/2020,Development,Other,Spain,43
1/11/2020,Development,Other,United Kingdom,22
1/11/2020,Development,Other,USA,8
1/11/2020,Development,Outbound Allocations,United Kingdom,"1,242"
1/11/2020,Development,Outbound Allocations,USA,-832
1/11/2020,Development,Project Expenses,USA,"81,000"
1/11/2020,Development,Software,USA,"110,416"
1/11/2020,Development,Software Maintenance,USA,"46,730"
1/11/2020,Development,Supplies,USA,40
1/11/2020,Development,Taxes,USA,"1,210"
1/11/2020,Development,Telecomm,Belgium,41
1/11/2020,Development,Telecomm,United Kingdom,86
1/11/2020,Development,Telecomm,USA,926
1/11/2020,Development,Training,United Kingdom,515
1/11/2020,Development,Training,USA,911
1/11/2020,Development,Travel,Belgium,17
1/11/2020,Development,Travel,Spain,471
1/11/2020,Development,Travel,United Kingdom,"1,085"
1/11/2020,Development,Travel,USA,"2,936"
1/11/2020,Development,Vehicles,Belgium,342
1/11/2020,Development,Vehicles,United Kingdom,1
1/11/2020,Distribution,Amortization,Italy,"4,409"
1/11/2020,Distribution,Depreciation,Belgium,17
1/11/2020,Distribution,Depreciation,Italy,297
1/11/2020,Distribution,Depreciation,Poland,15
1/11/2020,Distribution,Depreciation,Switzerland,448
1/11/2020,Distribution,Depreciation,United Kingdom,27
1/11/2020,Distribution,Employee Performance,USA,73
1/11/2020,Distribution,External Labor,France,"6,380"
1/11/2020,Distribution,External Labor,Germany,9
1/11/2020,Distribution,External Labor,United Kingdom,"3,721"
1/11/2020,Distribution,External Labor,USA,"23,465"
1/11/2020,Distribution,Hardware,Canada,56
1/11/2020,Distribution,Inbound Allocations,Czech Republic,"3,099"
1/11/2020,Distribution,Inbound Allocations,Poland,"2,033"
1/11/2020,Distribution,Internal Labor,Belgium,"19,629"
1/11/2020,Distribution,Internal Labor,Canada,"6,477"
1/11/2020,Distribution,Internal Labor,France,"19,216"
1/11/2020,Distribution,Internal Labor,Germany,"32,709"
1/11/2020,Distribution,Internal Labor,Italy,"11,924"
1/11/2020,Distribution,Internal Labor,Portugal,"12,336"
1/11/2020,Distribution,Internal Labor,Spain,"5,532"
1/11/2020,Distribution,Internal Labor,Switzerland,"9,412"
1/11/2020,Distribution,Internal Labor,United Kingdom,"21,035"
1/11/2020,Distribution,Internal Labor,USA,"86,928"
1/11/2020,Distribution,Other,Belgium,65
1/11/2020,Distribution,Other,Germany,4
1/11/2020,Distribution,Other,Poland,24
1/11/2020,Distribution,Other,Portugal,2
1/11/2020,Distribution,Other,Spain,31
1/11/2020,Distribution,Other,United Kingdom,141
1/11/2020,Distribution,Outbound Allocations,United Kingdom,719
1/11/2020,Distribution,Severance,Italy,806
1/11/2020,Distribution,Software,USA,17
1/11/2020,Distribution,Software Maintenance,USA,12
1/11/2020,Distribution,Supplies,Belgium,20
1/11/2020,Distribution,Supplies,Canada,"-1,233"
1/11/2020,Distribution,Supplies,Switzerland,149
1/11/2020,Distribution,Supplies,USA,64
1/11/2020,Distribution,Telecomm,Belgium,41
1/11/2020,Distribution,Telecomm,Canada,40
1/11/2020,Distribution,Telecomm,Czech Republic,23
1/11/2020,Distribution,Telecomm,Italy,291
1/11/2020,Distribution,Telecomm,Poland,88
1/11/2020,Distribution,Telecomm,Portugal,161
1/11/2020,Distribution,Telecomm,Switzerland,283
1/11/2020,Distribution,Telecomm,United Kingdom,118
1/11/2020,Distribution,Telecomm,USA,294
1/11/2020,Distribution,Training,Italy,766
1/11/2020,Distribution,Training,USA,79
1/11/2020,Distribution,Travel,Belgium,114
1/11/2020,Distribution,Travel,Canada,502
1/11/2020,Distribution,Travel,France,139
1/11/2020,Distribution,Travel,Germany,168
1/11/2020,Distribution,Travel,Italy,144
1/11/2020,Distribution,Travel,Poland,5
1/11/2020,Distribution,Travel,Portugal,204
1/11/2020,Distribution,Travel,Switzerland,346
1/11/2020,Distribution,Travel,United Kingdom,"2,701"
1/11/2020,Distribution,Travel,USA,267
1/11/2020,Distribution,Vehicles,Belgium,364
1/11/2020,Distribution,Vehicles,Portugal,430
1/11/2020,Distribution,Vehicles,United Kingdom,580
1/11/2020,Document Management,Depreciation,USA,261
1/11/2020,Document Management,Employee Performance,USA,223
1/11/2020,Document Management,External Labor,USA,"136,045"
1/11/2020,Document Management,Internal Labor,USA,"90,272"
1/11/2020,Document Management,Other,USA,117
1/11/2020,Document Management,Software,USA,470
1/11/2020,Document Management,Software Maintenance,USA,"62,812"
1/11/2020,Document Management,Supplies,USA,19
1/11/2020,Document Management,Taxes,USA,154
1/11/2020,Document Management,Telecomm,USA,511
1/11/2020,Document Management,Travel,USA,493
1/11/2020,EIM,Amortization,Italy,168
1/11/2020,EIM,CAPEX,USA,"25,724"
1/11/2020,EIM,Depreciation,Italy,"1,659"
1/11/2020,EIM,Employee Performance,USA,850
1/11/2020,EIM,External Labor,Italy,"11,254"
1/11/2020,EIM,External Labor,USA,"119,350"
1/11/2020,EIM,Internal Labor,Italy,"4,826"
1/11/2020,EIM,Internal Labor,USA,"111,757"
1/11/2020,EIM,Recognition,USA,74
1/11/2020,EIM,Severance,Italy,195
1/11/2020,EIM,Software,USA,"53,240"
1/11/2020,EIM,Software Maintenance,USA,"126,561"
1/11/2020,EIM,Supplies,USA,-9
1/11/2020,EIM,Telecomm,USA,516
1/11/2020,EIM,Training,USA,"1,335"
1/11/2020,EIM,Travel,Italy,"1,405"
1/11/2020,EIM,Travel,USA,"3,644"
1/11/2020,Emerging,Depreciation,Brazil,"4,970"
1/11/2020,Emerging,Depreciation,Mexico,419
1/11/2020,Emerging,Depreciation,Turkey,"2,748"
1/11/2020,Emerging,Depreciation,USA,63
1/11/2020,Emerging,External Labor,Brazil,"1,741"
1/11/2020,Emerging,External Labor,Mexico,"41,736"
1/11/2020,Emerging,External Labor,USA,"3,687"
1/11/2020,Emerging,Hardware,Turkey,448
1/11/2020,Emerging,Hardware,USA,215
1/11/2020,Emerging,Hardware Maintenance,Brazil,"5,110"
1/11/2020,Emerging,Internal Labor,Brazil,"5,159"
1/11/2020,Emerging,Internal Labor,Mexico,"21,060"
1/11/2020,Emerging,Internal Labor,USA,"4,523"
1/11/2020,Emerging,Other,Brazil,"-12,447"
1/11/2020,Emerging,Other,Mexico,"18,271"
1/11/2020,Emerging,Other,Switzerland,"9,780"
1/11/2020,Emerging,Other,Turkey,87
1/11/2020,Emerging,Other,USA,"10,177"
1/11/2020,Emerging,Recognition,Mexico,23
1/11/2020,Emerging,Severance,Mexico,"5,351"
1/11/2020,Emerging,Software Maintenance,Brazil,"-1,123"
1/11/2020,Emerging,Supplies,Brazil,5
1/11/2020,Emerging,Supplies,Mexico,19
1/11/2020,Emerging,Supplies,Turkey,125
1/11/2020,Emerging,Supplies,USA,7
1/11/2020,Emerging,Telecomm,Brazil,"1,055"
1/11/2020,Emerging,Telecomm,Mexico,240
1/11/2020,Emerging,Telecomm,Turkey,224
1/11/2020,Emerging,Telecomm,USA,149
1/11/2020,Emerging,Training,Brazil,66
1/11/2020,Emerging,Training,Mexico,741
1/11/2020,Emerging,Travel,Brazil,-24
1/11/2020,Emerging,Travel,Mexico,14
1/11/2020,Emerging,Travel,Turkey,"2,163"
1/11/2020,Emerging,Travel,USA,"5,007"
1/11/2020,Emerging,Vehicles,Mexico,213
1/11/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
1/11/2020,Enterprise Capabilities,Internal Labor,Spain,"12,350"
1/11/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"8,805"
1/11/2020,Enterprise Capabilities,Other,United Kingdom,6
1/11/2020,Enterprise Capabilities,Telecomm,United Kingdom,54
1/11/2020,Enterprise Capabilities,Travel,United Kingdom,"1,607"
1/11/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
1/11/2020,GRC,CAPEX,United Kingdom,5
1/11/2020,GRC,Depreciation,United Kingdom,165
1/11/2020,GRC,Employee Performance,USA,281
1/11/2020,GRC,External Labor,Germany,"31,992"
1/11/2020,GRC,External Labor,Spain,"-6,016"
1/11/2020,GRC,External Labor,United Kingdom,"5,147"
1/11/2020,GRC,External Labor,USA,"-57,427"
1/11/2020,GRC,Hardware Maintenance,Italy,"20,386"
1/11/2020,GRC,Hardware Maintenance,USA,14
1/11/2020,GRC,Internal Labor,France,"-1,299"
1/11/2020,GRC,Internal Labor,Germany,"50,991"
1/11/2020,GRC,Internal Labor,Italy,"9,811"
1/11/2020,GRC,Internal Labor,New Zealand,"10,307"
1/11/2020,GRC,Internal Labor,United Kingdom,"38,819"
1/11/2020,GRC,Internal Labor,USA,"63,283"
1/11/2020,GRC,Other,Germany,32
1/11/2020,GRC,Other,United Kingdom,46
1/11/2020,GRC,Other,USA,117
1/11/2020,GRC,Outbound Allocations,United Kingdom,719
1/11/2020,GRC,Severance,Italy,566
1/11/2020,GRC,Severance,New Zealand,120
1/11/2020,GRC,Software Maintenance,United Kingdom,"3,633"
1/11/2020,GRC,Supplies,USA,2
1/11/2020,GRC,Taxes,USA,104
1/11/2020,GRC,Telecomm,Germany,32
1/11/2020,GRC,Telecomm,Italy,194
1/11/2020,GRC,Telecomm,New Zealand,15
1/11/2020,GRC,Telecomm,United Kingdom,95
1/11/2020,GRC,Telecomm,USA,747
1/11/2020,GRC,Training,USA,24
1/11/2020,GRC,Travel,Germany,"2,067"
1/11/2020,GRC,Travel,Italy,49
1/11/2020,GRC,Travel,New Zealand,-16
1/11/2020,GRC,Travel,Spain,8
1/11/2020,GRC,Travel,United Kingdom,"1,904"
1/11/2020,GRC,Vehicles,United Kingdom,213
1/11/2020,Help Desk,External Labor,USA,"301,160"
1/11/2020,Help Desk,Hardware Maintenance,USA,27
1/11/2020,Help Desk,Internal Labor,Spain,"1,841"
1/11/2020,Help Desk,Other,USA,70
1/11/2020,Help Desk,Software,USA,20
1/11/2020,Help Desk,Software Maintenance,United Kingdom,"11,825"
1/11/2020,Help Desk,Software Maintenance,USA,8
1/11/2020,Help Desk,Taxes,USA,230
1/11/2020,Help Desk,Telecomm,USA,"8,583"
1/11/2020,Hosting,Amortization,USA,"3,507"
1/11/2020,Hosting,Depreciation,USA,"29,914"
1/11/2020,Hosting,Employee Performance,USA,310
1/11/2020,Hosting,External Labor,USA,"263,501"
1/11/2020,Hosting,Internal Labor,United Kingdom,"8,031"
1/11/2020,Hosting,Internal Labor,USA,"82,887"
1/11/2020,Hosting,Other,USA,314
1/11/2020,Hosting,Software,USA,"6,463"
1/11/2020,Hosting,Software Maintenance,USA,"329,323"
1/11/2020,Hosting,Supplies,USA,85
1/11/2020,Hosting,Taxes,USA,"3,253"
1/11/2020,Hosting,Telecomm,USA,380
1/11/2020,Hosting,Travel,United Kingdom,-107
1/11/2020,Hosting,Vehicles,United Kingdom,1
1/11/2020,Innovation,Depreciation,Austria,2
1/11/2020,Innovation,Employee Performance,USA,3
1/11/2020,Innovation,Hardware Maintenance,Austria,9
1/11/2020,Innovation,Internal Labor,Austria,"8,089"
1/11/2020,Innovation,Internal Labor,USA,"9,290"
1/11/2020,Innovation,Moving,USA,571
1/11/2020,Innovation,Other,Austria,14
1/11/2020,Innovation,Other,USA,2
1/11/2020,Innovation,Severance,Austria,105
1/11/2020,Innovation,Software,USA,11
1/11/2020,Innovation,Software Maintenance,USA,8
1/11/2020,Innovation,Supplies,USA,12
1/11/2020,Innovation,Telecomm,Austria,116
1/11/2020,Innovation,Telecomm,USA,126
1/11/2020,Innovation,Travel,Austria,252
1/11/2020,Manufacturing,Amortization,France,"2,743"
1/11/2020,Manufacturing,Amortization,Germany,"1,339"
1/11/2020,Manufacturing,Amortization,Ireland,"1,877"
1/11/2020,Manufacturing,Amortization,Italy,"8,500"
1/11/2020,Manufacturing,Amortization,Puerto Rico,"26,694"
1/11/2020,Manufacturing,Amortization,USA,"1,047,042"
1/11/2020,Manufacturing,Depreciation,Brazil,"3,269"
1/11/2020,Manufacturing,Depreciation,France,"15,088"
1/11/2020,Manufacturing,Depreciation,Germany,83
1/11/2020,Manufacturing,Depreciation,Ireland,"7,658"
1/11/2020,Manufacturing,Depreciation,Italy,"14,601"
1/11/2020,Manufacturing,Depreciation,Mexico,850
1/11/2020,Manufacturing,Depreciation,Puerto Rico,"64,699"
1/11/2020,Manufacturing,Depreciation,Spain,"2,185"
1/11/2020,Manufacturing,Depreciation,United Kingdom,"1,071"
1/11/2020,Manufacturing,Depreciation,USA,"24,880"
1/11/2020,Manufacturing,Employee Performance,USA,"4,054"
1/11/2020,Manufacturing,External Labor,Brazil,"5,213"
1/11/2020,Manufacturing,External Labor,France,"164,637"
1/11/2020,Manufacturing,External Labor,Ireland,"1,517"
1/11/2020,Manufacturing,External Labor,Italy,"113,206"
1/11/2020,Manufacturing,External Labor,Mexico,"6,458"
1/11/2020,Manufacturing,External Labor,Puerto Rico,"56,700"
1/11/2020,Manufacturing,External Labor,Spain,"9,688"
1/11/2020,Manufacturing,External Labor,USA,"459,097"
1/11/2020,Manufacturing,Hardware,France,"1,777"
1/11/2020,Manufacturing,Hardware,Puerto Rico,"47,599"
1/11/2020,Manufacturing,Hardware,Spain,405
1/11/2020,Manufacturing,Hardware,USA,"3,977"
1/11/2020,Manufacturing,Hardware Maintenance,Brazil,"1,585"
1/11/2020,Manufacturing,Hardware Maintenance,France,643
1/11/2020,Manufacturing,Hardware Maintenance,Germany,"3,825"
1/11/2020,Manufacturing,Hardware Maintenance,Ireland,292
1/11/2020,Manufacturing,Hardware Maintenance,Italy,"43,512"
1/11/2020,Manufacturing,Hardware Maintenance,Puerto Rico,"17,042"
1/11/2020,Manufacturing,Hardware Maintenance,USA,10
1/11/2020,Manufacturing,Internal Labor,Brazil,-153
1/11/2020,Manufacturing,Internal Labor,France,"102,562"
1/11/2020,Manufacturing,Internal Labor,Germany,"29,160"
1/11/2020,Manufacturing,Internal Labor,Ireland,"23,734"
1/11/2020,Manufacturing,Internal Labor,Italy,"29,348"
1/11/2020,Manufacturing,Internal Labor,Puerto Rico,"69,781"
1/11/2020,Manufacturing,Internal Labor,Spain,"29,349"
1/11/2020,Manufacturing,Internal Labor,United Kingdom,"7,952"
1/11/2020,Manufacturing,Internal Labor,USA,"521,529"
1/11/2020,Manufacturing,Moving,Spain,574
1/11/2020,Manufacturing,Other,Brazil,"9,006"
1/11/2020,Manufacturing,Other,France,"-65,960"
1/11/2020,Manufacturing,Other,Germany,12
1/11/2020,Manufacturing,Other,Italy,"-143,501"
1/11/2020,Manufacturing,Other,Puerto Rico,"-26,030"
1/11/2020,Manufacturing,Other,Spain,-13
1/11/2020,Manufacturing,Other,USA,"21,825"
1/11/2020,Manufacturing,Project Expenses,Ireland,317
1/11/2020,Manufacturing,Project Expenses,Puerto Rico,7
1/11/2020,Manufacturing,Project Expenses,USA,-544
1/11/2020,Manufacturing,Recognition,Puerto Rico,57
1/11/2020,Manufacturing,Recognition,USA,141
1/11/2020,Manufacturing,Severance,Italy,"1,735"
1/11/2020,Manufacturing,Software,United Kingdom,"3,403"
1/11/2020,Manufacturing,Software,USA,"47,100"
1/11/2020,Manufacturing,Software Maintenance,France,"2,422"
1/11/2020,Manufacturing,Software Maintenance,Italy,"10,279"
1/11/2020,Manufacturing,Software Maintenance,United Kingdom,"1,829"
1/11/2020,Manufacturing,Software Maintenance,USA,"205,810"
1/11/2020,Manufacturing,Supplies,Brazil,35
1/11/2020,Manufacturing,Supplies,Puerto Rico,"4,163"
1/11/2020,Manufacturing,Supplies,USA,298
1/11/2020,Manufacturing,Taxes,USA,"2,226"
1/11/2020,Manufacturing,Telecomm,Brazil,132
1/11/2020,Manufacturing,Telecomm,France,"14,215"
1/11/2020,Manufacturing,Telecomm,Ireland,"17,178"
1/11/2020,Manufacturing,Telecomm,Italy,"15,319"
1/11/2020,Manufacturing,Telecomm,Puerto Rico,"4,100"
1/11/2020,Manufacturing,Telecomm,United Kingdom,1
1/11/2020,Manufacturing,Telecomm,USA,"-16,870"
1/11/2020,Manufacturing,Training,Puerto Rico,135
1/11/2020,Manufacturing,Training,USA,"2,574"
1/11/2020,Manufacturing,Travel,Brazil,545
1/11/2020,Manufacturing,Travel,France,"1,402"
1/11/2020,Manufacturing,Travel,Germany,47
1/11/2020,Manufacturing,Travel,Italy,609
1/11/2020,Manufacturing,Travel,Puerto Rico,"1,143"
1/11/2020,Manufacturing,Travel,United Kingdom,"6,249"
1/11/2020,Manufacturing,Travel,USA,"9,046"
1/11/2020,Manufacturing,Vehicles,France,234
1/11/2020,Manufacturing,Vehicles,Spain,-9
1/11/2020,Manufacturing,Vehicles,United Kingdom,2
1/11/2020,Mobility,Depreciation,United Kingdom,"13,284"
1/11/2020,Mobility,Depreciation,USA,"1,419"
1/11/2020,Mobility,External Labor,United Kingdom,761
1/11/2020,Mobility,External Labor,USA,"98,037"
1/11/2020,Mobility,Other,United Kingdom,623
1/11/2020,Mobility,Outbound Allocations,United Kingdom,"1,438"
1/11/2020,Mobility,Software,USA,"2,815"
1/11/2020,Mobility,Software Maintenance,USA,"75,399"
1/11/2020,Mobility,Taxes,USA,840
1/11/2020,Mobility,Vehicles,United Kingdom,181
1/11/2020,Networking,Depreciation,Canada,328
1/11/2020,Networking,Depreciation,Mexico,5
1/11/2020,Networking,Depreciation,Switzerland,545
1/11/2020,Networking,Depreciation,United Kingdom,"2,991"
1/11/2020,Networking,Depreciation,USA,"62,533"
1/11/2020,Networking,Employee Performance,USA,319
1/11/2020,Networking,External Labor,Ireland,"60,935"
1/11/2020,Networking,External Labor,Mexico,"27,299"
1/11/2020,Networking,External Labor,Switzerland,"9,157"
1/11/2020,Networking,External Labor,United Kingdom,972
1/11/2020,Networking,External Labor,USA,"215,666"
1/11/2020,Networking,Hardware,Switzerland,"2,883"
1/11/2020,Networking,Hardware,United Kingdom,"150,083"
1/11/2020,Networking,Hardware,USA,"157,945"
1/11/2020,Networking,Hardware Maintenance,Switzerland,"1,168"
1/11/2020,Networking,Hardware Maintenance,USA,"39,848"
1/11/2020,Networking,Internal Labor,Germany,"17,517"
1/11/2020,Networking,Internal Labor,Switzerland,"8,036"
1/11/2020,Networking,Internal Labor,United Kingdom,"14,369"
1/11/2020,Networking,Internal Labor,USA,"51,456"
1/11/2020,Networking,Other,Mexico,"4,357"
1/11/2020,Networking,Other,Switzerland,345
1/11/2020,Networking,Other,United Kingdom,5
1/11/2020,Networking,Other,USA,92
1/11/2020,Networking,Project Expenses,United Kingdom,69
1/11/2020,Networking,Software,United Kingdom,"9,997"
1/11/2020,Networking,Software,USA,85
1/11/2020,Networking,Software Maintenance,USA,"39,252"
